,address,categories,cc,city,country,crossStreet,distance,formattedAddress,id,labeledLatLngs,lat,lng,name,neighborhood,postalCode,state
1646,108 N State St,Movie Theater,US,Chicago,United States,btwn W Randolph St & W Washington St,1053,"['108 N State St (btwn W Randolph St & W Washington St)', 'Chicago, IL 60602', 'United States']",5674825138fac9b0d472055a,"[{'label': 'display', 'lat': 41.883838210532765, 'lng': -87.62862160890833}]",41.88383821,-87.62862161,AMC Dine-in Theatres Block 37,,60602,IL
326,108 E Superior St,Roller Rink,US,Chicago,United States,,1213,"['108 E Superior St', 'Chicago, IL', 'United States']",56770f28498e498f609ff2b0,"[{'label': 'display', 'lat': 41.895794, 'lng': -87.625275}]",41.895794,-87.625275,Peninsula Sky Rink,,,IL
680,,Park,US,Chicago,United States,,406,"['Chicago, IL', 'United States']",5691bf7f498ee136361f9b5e,"[{'label': 'display', 'lat': 41.92648276726896, 'lng': -87.70758363827917}]",41.92648277,-87.70758364,Kedzie Boulevard,,,IL
847,,High School,US,Chicago,United States,,1184,"['Chicago, IL', 'United States']",56d0b06ecd10b9cf5da5d3a3,"[{'label': 'display', 'lat': 41.9122548, 'lng': -87.6403314}]",41.9122548,-87.6403314,Saint Michael Central High School,,,IL
384,,Elementary School,US,Chicago,United States,,716,"['Chicago, IL', 'United States']",56d5ad7f498e32a7886036cf,"[{'label': 'display', 'lat': 41.961482, 'lng': -87.676485}]",41.961482,-87.676485,songbird academy and montessori- ravenswood,,,IL
325,230 W North Ave,Movie Theater,US,Chicago,United States,Wells Street,986,"['230 W North Ave (Wells Street)', 'Chicago, IL 60610', 'United States']",56d5f2f1cd10498f2fcb2c48,"[{'label': 'display', 'lat': 41.91145, 'lng': -87.63539}]",41.91145,-87.63539,Harold Ramis Screening Room,,60610,IL
824,,Movie Theater,US,Chicago,United States,,788,"['Chicago, IL 60654', 'United States']",56de3ee1498e6766147f6d23,"[{'label': 'display', 'lat': 41.889677, 'lng': -87.630777}]",41.889677,-87.630777,Screening Room @ AMLI River North,,60654,IL
992,,Park,US,Chicago,United States,,952,"['Chicago, IL', 'United States']",56e2195a498e553b756ea491,"[{'label': 'display', 'lat': 41.946194, 'lng': -87.673154}]",41.946194,-87.673154,Klein Park,,,IL
579,720 W Belmont Ave,Elementary School,US,Chicago,United States,,862,"['720 W Belmont Ave', 'Chicago, IL 60657', 'United States']",56ee346038fa89316ec90a97,"[{'label': 'display', 'lat': 41.92525487812494, 'lng': -87.63836768504247}]",41.92525488,-87.63836769,Our Lady of mount carmel academy,,60657,IL
1964,111 S Michigan Ave,Park,US,Chicago,United States,E Monroe St & S Michigan Ave,1411,"['111 S Michigan Ave (E Monroe St & S Michigan Ave)', 'Chicago, IL 60603', 'United States']",572ce2e7498ed768a291077b,"[{'label': 'display', 'lat': 41.880375, 'lng': -87.62383}]",41.880375,-87.62383,The North Garden at The Art Institute Of Chicago,,60603,IL
1971,600 E Grand Ave,Park,US,Chicago,United States,Streeter Dr,815,"['600 E Grand Ave (Streeter Dr)', 'Chicago, IL 60611', 'United States']",574a3c1f498e459bf6251e14,"[{'label': 'display', 'lat': 41.89161825262407, 'lng': -87.61031821152035}]",41.89161825,-87.61031821,Polk Bros Park,,60611,IL
269,,Park,US,Chicago,United States,,1055,"['Chicago, IL', 'United States']",576bd200498e1e0553449965,"[{'label': 'display', 'lat': 41.897228, 'lng': -87.624793}]",41.897228,-87.624793,Jane M. Byrne Plaza,,,IL
399,Broadway & Lawrence,Park,US,Chicago,United States,Uptown,1219,"['Broadway & Lawrence (Uptown)', 'Chicago, IL', 'United States']",5776fbcd498e9c7c7feaee22,"[{'label': 'display', 'lat': 41.96893, 'lng': -87.65964}]",41.96893,-87.65964,Ribfest,,,IL
601,,Park,US,Chicago,United States,Wisconsin Street & Sedgwick Street,1326,"['Wisconsin Street & Sedgwick Street', 'Chicago, IL 60614', 'United States']",577bd555498ead6d95d6cc10,"[{'label': 'display', 'lat': 41.916313, 'lng': -87.638532}]",41.916313,-87.638532,Ella Jenkins Park,,60614,IL
425,3640 W Wolfram St,High School,US,Chicago,United States,,549,"['3640 W Wolfram St', 'Chicago, IL 60618', 'United States']",57806cac498eb1d30f2ed3bc,"[{'label': 'display', 'lat': 41.933006, 'lng': -87.718956}]",41.933006,-87.718956,Ellen Gates Starr High School,,60618,IL
330,1855 N Sheffield Ave,Elementary School,US,Chicago,United States,,1221,"['1855 N Sheffield Ave', 'Chicago, IL 60614', 'United States']",57bdff7d498e904481210f8f,"[{'label': 'display', 'lat': 41.915367, 'lng': -87.65289}]",41.915367,-87.65289,Mulligan School,,60614,IL
174,1515 N Wells St,Movie Theater,US,Chicago,United States,,1123,"['1515 N Wells St', 'Chicago, IL 60610', 'United States']",57db38bd498ee2e74ad8c978,"[{'label': 'display', 'lat': 41.909633, 'lng': -87.634233}]",41.909633,-87.634233,1515 Sectional,,60610,IL
185,,Middle School,US,Chicago,United States,,732,"['Chicago, IL', 'United States']",581216b938fa7021c46274f7,"[{'label': 'display', 'lat': 41.89985989746813, 'lng': -87.66345298060781}]",41.8998599,-87.66345298,Rowe Middle School,,,IL
235,,Bowling Alley,US,Chicago,United States,,582,"['Chicago, IL', 'United States']",58365fcc4bafb719b034156f,"[{'label': 'display', 'lat': 41.90317, 'lng': -87.677691}]",41.90317,-87.677691,Turkey Bowling,,,IL
1561,444 W Lake St,Park,US,Chicago,United States,at N Canal St,831,"['444 W Lake St (at N Canal St)', 'Chicago, IL 60606', 'United States']",584196da06f1a34af897778a,"[{'label': 'display', 'lat': 41.885889, 'lng': -87.63902}]",41.885889,-87.63902,River Point Plaza,,60606,IL
250,"1525 N Dearborn Pkwy, Chicago, IL 60610",Elementary School,US,Chicago,United States,,536,"['1525 N Dearborn Pkwy, Chicago, IL 60610', 'Chicago, IL 60610', 'United States']",590a342335dfa73e53adf62b,"[{'label': 'display', 'lat': 41.9101, 'lng': -87.629928}]",41.9101,-87.629928,Squirrel House (Latin School of Chicago),,60610,IL
1399,3524 W Fullerton Ave,BBQ Joint,US,Chicago,United States,Drake,735,"['3524 W Fullerton Ave (Drake)', 'Chicago, IL 60614', 'United States']",593830a467e5f2050bf3058a,"[{'label': 'display', 'lat': 41.921597, 'lng': -87.629473}]",41.921597,-87.629473,Flat & Point,,60614,IL
138,,Park,US,Chicago,United States,,366,"['Chicago, IL 60610', 'United States']",5949b548234724773c1a630f,"[{'label': 'display', 'lat': 41.898093, 'lng': -87.639636}]",41.898093,-87.639636,Durse Park,,60610,IL
1703,Soho House,Movie Theater,US,Chicago,United States,Green,1185,"['Soho House (Green)', 'Chicago, IL 60607', 'United States']",59597ada6e4650291f677d3e,"[{'label': 'display', 'lat': 41.883819, 'lng': -87.648357}]",41.883819,-87.648357,Soho House Movie Theater,,60607,IL
239,,Indie Movie Theater,US,Chicago,United States,,647,"['Chicago, IL 60622', 'United States']",596141a99746173e6759b4c4,"[{'label': 'display', 'lat': 41.894325, 'lng': -87.674898}]",41.894325,-87.674898,c&j's beer cellar and cinema,,60622,IL
598,,Baseball Field,US,Chicago,United States,,596,"['Chicago, IL 60614', 'United States']",59bb3aa2bb8d3655e8ba7d3f,"[{'label': 'display', 'lat': 41.930171, 'lng': -87.64531}]",41.930171,-87.64531,Alcott Park,,60614,IL
2280,1724 N. Wilmot Ave.,Park,US,Chicago,United States,Hoyne Ave.,330,"['1724 N. Wilmot Ave. (Hoyne Ave.)', 'Chicago, IL 60647', 'United States']",5a20d05d974617120ff9fdbd,"[{'label': 'display', 'lat': 41.912765295149285, 'lng': -87.68012324826417}]",41.9127653,-87.68012325,The Bucktown Green,,60647,IL
1896,,Park,US,Chicago,United States,,976,"['Chicago, IL 60625', 'United States']",5a230108ee712062bfa854c6,"[{'label': 'display', 'lat': 41.963135, 'lng': -87.685009}]",41.963135,-87.685009,Word Play Way,,60625,IL
711,2414 N Milwaukee Ave,Cocktail Bar,US,Chicago,United States,btwn Sacramento Ave & Fullerton Ave,720,"['2414 N Milwaukee Ave (btwn Sacramento Ave & Fullerton Ave)', 'Chicago, IL 60647', 'United States']",5a288b6ab37e2b42caaa87a0,"[{'label': 'display', 'lat': 41.92508347782929, 'lng': -87.70103193768871}]",41.92508348,-87.70103194,The Pink Squirrel,Logan Square,60647,IL
122,1440 N Dayton St,Private School,US,Chicago,United States,,1026,"['1440 N Dayton St', 'Chicago, IL 60642', 'United States']",5a9211b3345cbe211be45461,"[{'label': 'display', 'lat': 41.90763305, 'lng': -87.65019883}]",41.90763305,-87.65019883,fusion Academy Lincoln Park,,60642,IL
1572,,Park,US,Chicago,United States,,765,"['Chicago, IL 60606', 'United States']",5aa5ef692be42507d7314f6b,"[{'label': 'display', 'lat': 41.885931, 'lng': -87.637271}]",41.885931,-87.637271,Chicago Riverwalk,,60606,IL
684,Lyndale,Garden,US,Chicago,United States,Drake,530,"['Lyndale (Drake)', 'Chicago, IL 60647', 'United States']",5aac21104c954c318f5fa442,"[{'label': 'display', 'lat': 41.921725, 'lng': -87.715435}]",41.921725,-87.715435,Paradise Garden,,60647,IL
679,1920 N Hamlin Ave,High School,US,Chicago,United States,Armitage,1234,"['1920 N Hamlin Ave (Armitage)', 'Chicago, IL 60647', 'United States']",5ab5a3c17dc9e15079e11334,"[{'label': 'display', 'lat': 41.91699, 'lng': -87.72176}]",41.91699,-87.72176,Marine Leadership Academy,Logan Square,60647,IL
144,165 W Superior St,Park,US,Chicago,United States,Wells,886,"['165 W Superior St (Wells)', 'Chicago, IL 60654', 'United States']",5ada350297461745879be6f6,"[{'label': 'display', 'lat': 41.895416, 'lng': -87.633965}]",41.895416,-87.633965,Exhibit Park,River North,60654,IL
685,,Park,US,Chicago,United States,,628,"['Chicago, IL 60647', 'United States']",5aec84990fe7a0002ccaad8f,"[{'label': 'display', 'lat': 41.928374, 'lng': -87.706734}]",41.928374,-87.706734,Logan Square Park,,60647,IL
712,,Bar,US,Chicago,United States,,831,"['Chicago, IL 60647', 'United States']",5b3eb444c47cf9002c93b7eb,"[{'label': 'display', 'lat': 41.924419, 'lng': -87.699425}]",41.924419,-87.699425,Pro Shop Pub,,60647,IL
71,2828 N Clark St,Movie Theater,US,Chicago,United States,Diversey,1165,"['2828 N Clark St (Diversey)', 'Chicago, IL 60657', 'United States']",5b626386bfc6d000391ee8ae,"[{'label': 'display', 'lat': 41.93359972504405, 'lng': -87.64571517705917}]",41.93359973,-87.64571518,Midwest Independent Film Festival,,60657,IL
319,,Movie Theater,US,Chicago,United States,,762,"['Chicago, IL 60614', 'United States']",5b7c689d89ad460024f0b6e1,"[{'label': 'display', 'lat': 41.911939, 'lng': -87.631252}]",41.911939,-87.631252,Robert R. McCormick Theater,,60614,IL
1342,,Park,US,Chicago,United States,,1049,"['Chicago, IL 60611', 'United States']",5bace6d744f419002ccce9f4,"[{'label': 'display', 'lat': 41.926471, 'lng': -87.630431}]",41.926471,-87.630431,Stephanie & Joel Bench,,60611,IL
65,1027 W Addison St,Arcade,US,Chicago,United States,,731,"['1027 W Addison St', 'Chicago, IL 60613', 'United States']",5c6797ad829b0c002ca2dcc3,"[{'label': 'display', 'lat': 41.947132, 'lng': -87.655148}]",41.947132,-87.655148,Lucky Strike Social,,60613,IL
